chrom,window_start,variant_count,chrom_label,chrom_length,window_end,window_mid,window_width,window_size,variants_per_mb,window_size_label
scaffold_4,31000001,539,Chr4,32323243,31500000,31250000.5,500000,500000,1078,500 kb
scaffold_4,31500001,432,Chr4,32323243,32000000,31750000.5,500000,500000,864,500 kb
scaffold_4,32000001,288,Chr4,32323243,32323243,32161622,323243,500000,890.9705701283555,500 kb
scaffold_5,1,425,Chr5,30106416,500000,250000.5,500000,500000,850,500 kb
scaffold_5,500001,357,Chr5,30106416,1000000,750000.5,500000,500000,714,500 kb
scaffold_5,1000001,373,Chr5,30106416,1500000,1250000.5,500000,500000,746,500 kb
scaffold_5,1500001,532,Chr5,30106416,2000000,1750000.5,500000,500000,1064,500 kb
scaffold_5,2000001,309,Chr5,30106416,2500000,2250000.5,500000,500000,618,500 kb
scaffold_5,2500001,283,Chr5,30106416,3000000,2750000.5,500000,500000,566,500 kb
scaffold_5,3000001,352,Chr5,30106416,3500000,3250000.5,500000,500000,704,500 kb
scaffold_5,3500001,81,Chr5,30106416,4000000,3750000.5,500000,500000,162,500 kb
scaffold_5,4000001,438,Chr5,30106416,4500000,4250000.5,500000,500000,876,500 kb
scaffold_5,4500001,247,Chr5,30106416,5000000,4750000.5,500000,500000,494,500 kb
scaffold_5,5000001,456,Chr5,30106416,5500000,5250000.5,500000,500000,912,500 kb
scaffold_5,5500001,608,Chr5,30106416,6000000,5750000.5,500000,500000,1216,500 kb
scaffold_5,6000001,373,Chr5,30106416,6500000,6250000.5,500000,500000,746,500 kb
scaffold_5,6500001,326,Chr5,30106416,7000000,6750000.5,500000,500000,652,500 kb
scaffold_5,7000001,412,Chr5,30106416,7500000,7250000.5,500000,500000,824,500 kb
scaffold_5,7500001,137,Chr5,30106416,8000000,7750000.5,500000,500000,274,500 kb
scaffold_5,8000001,110,Chr5,30106416,8500000,8250000.5,500000,500000,220,500 kb
scaffold_5,8500001,158,Chr5,30106416,9000000,8750000.5,500000,500000,316,500 kb
scaffold_5,9000001,163,Chr5,30106416,9500000,9250000.5,500000,500000,326,500 kb
scaffold_5,9500001,220,Chr5,30106416,10000000,9750000.5,500000,500000,440,500 kb
scaffold_5,10000001,237,Chr5,30106416,10500000,10250000.5,500000,500000,474,500 kb
scaffold_5,10500001,414,Chr5,30106416,11000000,10750000.5,500000,500000,828,500 kb
scaffold_5,11000001,380,Chr5,30106416,11500000,11250000.5,500000,500000,760,500 kb
scaffold_5,11500001,368,Chr5,30106416,12000000,11750000.5,500000,500000,736,500 kb
scaffold_5,12000001,286,Chr5,30106416,12500000,12250000.5,500000,500000,572,500 kb
scaffold_5,12500001,336,Chr5,30106416,13000000,12750000.5,500000,500000,672,500 kb
scaffold_5,13000001,311,Chr5,30106416,13500000,13250000.5,500000,500000,622,500 kb
scaffold_5,13500001,260,Chr5,30106416,14000000,13750000.5,500000,500000,520,500 kb
scaffold_5,14000001,243,Chr5,30106416,14500000,14250000.5,500000,500000,486,500 kb
scaffold_5,14500001,278,Chr5,30106416,15000000,14750000.5,500000,500000,556,500 kb
scaffold_5,15000001,191,Chr5,30106416,15500000,15250000.5,500000,500000,382,500 kb
scaffold_5,15500001,197,Chr5,30106416,16000000,15750000.5,500000,500000,394,500 kb
scaffold_5,16000001,240,Chr5,30106416,16500000,16250000.5,500000,500000,480,500 kb
scaffold_5,16500001,155,Chr5,30106416,17000000,16750000.5,500000,500000,310,500 kb
scaffold_5,17000001,143,Chr5,30106416,17500000,17250000.5,500000,500000,286,500 kb
scaffold_5,17500001,135,Chr5,30106416,18000000,17750000.5,500000,500000,270,500 kb
scaffold_5,18000001,52,Chr5,30106416,18500000,18250000.5,500000,500000,104,500 kb
scaffold_5,18500001,127,Chr5,30106416,19000000,18750000.5,500000,500000,254,500 kb
scaffold_5,19000001,158,Chr5,30106416,19500000,19250000.5,500000,500000,316,500 kb
scaffold_5,19500001,275,Chr5,30106416,20000000,19750000.5,500000,500000,550,500 kb
scaffold_5,20000001,203,Chr5,30106416,20500000,20250000.5,500000,500000,406,500 kb
scaffold_5,20500001,262,Chr5,30106416,21000000,20750000.5,500000,500000,524,500 kb
scaffold_5,21000001,166,Chr5,30106416,21500000,21250000.5,500000,500000,332,500 kb
scaffold_5,21500001,320,Chr5,30106416,22000000,21750000.5,500000,500000,640,500 kb
scaffold_5,22000001,238,Chr5,30106416,22500000,22250000.5,500000,500000,476,500 kb
scaffold_5,22500001,319,Chr5,30106416,23000000,22750000.5,500000,500000,638,500 kb
scaffold_5,23000001,213,Chr5,30106416,23500000,23250000.5,500000,500000,426,500 kb
scaffold_5,23500001,292,Chr5,30106416,24000000,23750000.5,500000,500000,584,500 kb
scaffold_5,24000001,230,Chr5,30106416,24500000,24250000.5,500000,500000,460,500 kb
scaffold_5,24500001,269,Chr5,30106416,25000000,24750000.5,500000,500000,538,500 kb
scaffold_5,25000001,216,Chr5,30106416,25500000,25250000.5,500000,500000,432,500 kb
scaffold_5,25500001,411,Chr5,30106416,26000000,25750000.5,500000,500000,822,500 kb
scaffold_5,26000001,355,Chr5,30106416,26500000,26250000.5,500000,500000,710,500 kb
scaffold_5,26500001,458,Chr5,30106416,27000000,26750000.5,500000,500000,916,500 kb
scaffold_5,27000001,85,Chr5,30106416,27500000,27250000.5,500000,500000,170,500 kb
scaffold_5,27500001,272,Chr5,30106416,28000000,27750000.5,500000,500000,544,500 kb
scaffold_5,28000001,418,Chr5,30106416,28500000,28250000.5,500000,500000,836,500 kb
scaffold_5,28500001,278,Chr5,30106416,29000000,28750000.5,500000,500000,556,500 kb
scaffold_5,29000001,346,Chr5,30106416,29500000,29250000.5,500000,500000,692,500 kb
scaffold_5,29500001,582,Chr5,30106416,30000000,29750000.5,500000,500000,1164,500 kb
scaffold_5,30000001,45,Chr5,30106416,30106416,30053208.5,106416,500000,422.8687415426252,500 kb
scaffold_6,1,324,Chr6,23938505,500000,250000.5,500000,500000,648,500 kb
scaffold_6,500001,427,Chr6,23938505,1000000,750000.5,500000,500000,854,500 kb
scaffold_6,1000001,467,Chr6,23938505,1500000,1250000.5,500000,500000,934,500 kb
scaffold_6,1500001,440,Chr6,23938505,2000000,1750000.5,500000,500000,880,500 kb
scaffold_6,2000001,543,Chr6,23938505,2500000,2250000.5,500000,500000,1086,500 kb
scaffold_6,2500001,578,Chr6,23938505,3000000,2750000.5,500000,500000,1156,500 kb
scaffold_6,3000001,587,Chr6,23938505,3500000,3250000.5,500000,500000,1174,500 kb
scaffold_6,3500001,501,Chr6,23938505,4000000,3750000.5,500000,500000,1002,500 kb
scaffold_6,4000001,486,Chr6,23938505,4500000,4250000.5,500000,500000,972,500 kb
scaffold_6,4500001,600,Chr6,23938505,5000000,4750000.5,500000,500000,1200,500 kb
scaffold_6,5000001,423,Chr6,23938505,5500000,5250000.5,500000,500000,846,500 kb
scaffold_6,5500001,606,Chr6,23938505,6000000,5750000.5,500000,500000,1212,500 kb
scaffold_6,6000001,542,Chr6,23938505,6500000,6250000.5,500000,500000,1084,500 kb
scaffold_6,6500001,451,Chr6,23938505,7000000,6750000.5,500000,500000,902,500 kb
scaffold_6,7000001,557,Chr6,23938505,7500000,7250000.5,500000,500000,1114,500 kb
scaffold_6,7500001,470,Chr6,23938505,8000000,7750000.5,500000,500000,940,500 kb
scaffold_6,8000001,451,Chr6,23938505,8500000,8250000.5,500000,500000,902,500 kb
scaffold_6,8500001,245,Chr6,23938505,9000000,8750000.5,500000,500000,490,500 kb
scaffold_6,9000001,274,Chr6,23938505,9500000,9250000.5,500000,500000,548,500 kb
scaffold_6,9500001,317,Chr6,23938505,10000000,9750000.5,500000,500000,634,500 kb
scaffold_6,10000001,402,Chr6,23938505,10500000,10250000.5,500000,500000,804,500 kb
scaffold_6,10500001,269,Chr6,23938505,11000000,10750000.5,500000,500000,538,500 kb
scaffold_6,11000001,421,Chr6,23938505,11500000,11250000.5,500000,500000,842,500 kb
scaffold_6,11500001,346,Chr6,23938505,12000000,11750000.5,500000,500000,692,500 kb
scaffold_6,12000001,218,Chr6,23938505,12500000,12250000.5,500000,500000,436,500 kb
scaffold_6,12500001,234,Chr6,23938505,13000000,12750000.5,500000,500000,468,500 kb
scaffold_6,13000001,267,Chr6,23938505,13500000,13250000.5,500000,500000,534,500 kb
scaffold_6,13500001,371,Chr6,23938505,14000000,13750000.5,500000,500000,742,500 kb
scaffold_6,14000001,257,Chr6,23938505,14500000,14250000.5,500000,500000,514,500 kb
scaffold_6,14500001,336,Chr6,23938505,15000000,14750000.5,500000,500000,672,500 kb
scaffold_6,15000001,384,Chr6,23938505,15500000,15250000.5,500000,500000,768,500 kb
scaffold_6,15500001,267,Chr6,23938505,16000000,15750000.5,500000,500000,534,500 kb
scaffold_6,16000001,484,Chr6,23938505,16500000,16250000.5,500000,500000,968,500 kb
scaffold_6,16500001,283,Chr6,23938505,17000000,16750000.5,500000,500000,566,500 kb
scaffold_6,17000001,384,Chr6,23938505,17500000,17250000.5,500000,500000,768,500 kb
scaffold_6,17500001,347,Chr6,23938505,18000000,17750000.5,500000,500000,694,500 kb
scaffold_6,18000001,439,Chr6,23938505,18500000,18250000.5,500000,500000,878,500 kb
scaffold_6,18500001,269,Chr6,23938505,19000000,18750000.5,500000,500000,538,500 kb
scaffold_6,19000001,128,Chr6,23938505,19500000,19250000.5,500000,500000,256,500 kb
scaffold_6,19500001,212,Chr6,23938505,20000000,19750000.5,500000,500000,424,500 kb
scaffold_6,20000001,375,Chr6,23938505,20500000,20250000.5,500000,500000,750,500 kb
scaffold_6,20500001,195,Chr6,23938505,21000000,20750000.5,500000,500000,390,500 kb
scaffold_6,21000001,261,Chr6,23938505,21500000,21250000.5,500000,500000,522,500 kb
scaffold_6,21500001,253,Chr6,23938505,22000000,21750000.5,500000,500000,506,500 kb
scaffold_6,22000001,197,Chr6,23938505,22500000,22250000.5,500000,500000,394,500 kb
scaffold_6,22500001,144,Chr6,23938505,23000000,22750000.5,500000,500000,288,500 kb
scaffold_6,23000001,146,Chr6,23938505,23500000,23250000.5,500000,500000,292,500 kb
scaffold_6,23500001,70,Chr6,23938505,23938505,23719253,438505,500000,159.633299506277,500 kb
scaffold_7,1,338,Chr7,22643560,500000,250000.5,500000,500000,676,500 kb
scaffold_7,500001,460,Chr7,22643560,1000000,750000.5,500000,500000,920,500 kb
scaffold_7,1000001,485,Chr7,22643560,1500000,1250000.5,500000,500000,970,500 kb
scaffold_7,1500001,419,Chr7,22643560,2000000,1750000.5,500000,500000,838,500 kb
scaffold_7,2000001,585,Chr7,22643560,2500000,2250000.5,500000,500000,1170,500 kb
scaffold_7,2500001,460,Chr7,22643560,3000000,2750000.5,500000,500000,920,500 kb
scaffold_7,3000001,474,Chr7,22643560,3500000,3250000.5,500000,500000,948,500 kb
scaffold_7,3500001,412,Chr7,22643560,4000000,3750000.5,500000,500000,824,500 kb
scaffold_7,4000001,487,Chr7,22643560,4500000,4250000.5,500000,500000,974,500 kb
scaffold_7,4500001,462,Chr7,22643560,5000000,4750000.5,500000,500000,924,500 kb
scaffold_7,5000001,313,Chr7,22643560,5500000,5250000.5,500000,500000,626,500 kb
scaffold_7,5500001,454,Chr7,22643560,6000000,5750000.5,500000,500000,908,500 kb
scaffold_7,6000001,441,Chr7,22643560,6500000,6250000.5,500000,500000,882,500 kb
scaffold_7,6500001,210,Chr7,22643560,7000000,6750000.5,500000,500000,420,500 kb
scaffold_7,7000001,293,Chr7,22643560,7500000,7250000.5,500000,500000,586,500 kb
scaffold_7,7500001,261,Chr7,22643560,8000000,7750000.5,500000,500000,522,500 kb
scaffold_7,8000001,229,Chr7,22643560,8500000,8250000.5,500000,500000,458,500 kb
scaffold_7,8500001,288,Chr7,22643560,9000000,8750000.5,500000,500000,576,500 kb
scaffold_7,9000001,263,Chr7,22643560,9500000,9250000.5,500000,500000,526,500 kb
scaffold_7,9500001,347,Chr7,22643560,10000000,9750000.5,500000,500000,694,500 kb
scaffold_7,10000001,315,Chr7,22643560,10500000,10250000.5,500000,500000,630,500 kb
scaffold_7,10500001,250,Chr7,22643560,11000000,10750000.5,500000,500000,500,500 kb
scaffold_7,11000001,341,Chr7,22643560,11500000,11250000.5,500000,500000,682,500 kb
scaffold_7,11500001,110,Chr7,22643560,12000000,11750000.5,500000,500000,220,500 kb
scaffold_7,12000001,199,Chr7,22643560,12500000,12250000.5,500000,500000,398,500 kb
scaffold_7,12500001,306,Chr7,22643560,13000000,12750000.5,500000,500000,612,500 kb
scaffold_7,13000001,231,Chr7,22643560,13500000,13250000.5,500000,500000,462,500 kb
scaffold_7,13500001,302,Chr7,22643560,14000000,13750000.5,500000,500000,604,500 kb
scaffold_7,14000001,178,Chr7,22643560,14500000,14250000.5,500000,500000,356,500 kb
scaffold_7,14500001,184,Chr7,22643560,15000000,14750000.5,500000,500000,368,500 kb
scaffold_7,15000001,127,Chr7,22643560,15500000,15250000.5,500000,500000,254,500 kb
scaffold_7,15500001,157,Chr7,22643560,16000000,15750000.5,500000,500000,314,500 kb
scaffold_7,16000001,121,Chr7,22643560,16500000,16250000.5,500000,500000,242,500 kb
scaffold_7,16500001,134,Chr7,22643560,17000000,16750000.5,500000,500000,268,500 kb
scaffold_7,17000001,191,Chr7,22643560,17500000,17250000.5,500000,500000,382,500 kb
scaffold_7,17500001,156,Chr7,22643560,18000000,17750000.5,500000,500000,312,500 kb
scaffold_7,18000001,112,Chr7,22643560,18500000,18250000.5,500000,500000,224,500 kb
scaffold_7,18500001,112,Chr7,22643560,19000000,18750000.5,500000,500000,224,500 kb
scaffold_7,19000001,168,Chr7,22643560,19500000,19250000.5,500000,500000,336,500 kb
scaffold_7,19500001,62,Chr7,22643560,20000000,19750000.5,500000,500000,124,500 kb
scaffold_7,20000001,113,Chr7,22643560,20500000,20250000.5,500000,500000,226,500 kb
scaffold_7,20500001,157,Chr7,22643560,21000000,20750000.5,500000,500000,314,500 kb
scaffold_7,21000001,140,Chr7,22643560,21500000,21250000.5,500000,500000,280,500 kb
scaffold_7,21500001,89,Chr7,22643560,22000000,21750000.5,500000,500000,178,500 kb
scaffold_7,22000001,53,Chr7,22643560,22500000,22250000.5,500000,500000,106,500 kb
scaffold_7,22500001,27,Chr7,22643560,22643560,22571780.5,143560,500000,188.0746726107551,500 kb
scaffold_8,1,186,Chr8,22139275,500000,250000.5,500000,500000,372,500 kb
scaffold_8,500001,309,Chr8,22139275,1000000,750000.5,500000,500000,618,500 kb
scaffold_8,1000001,382,Chr8,22139275,1500000,1250000.5,500000,500000,764,500 kb
scaffold_8,1500001,345,Chr8,22139275,2000000,1750000.5,500000,500000,690,500 kb
scaffold_8,2000001,252,Chr8,22139275,2500000,2250000.5,500000,500000,504,500 kb
scaffold_8,2500001,275,Chr8,22139275,3000000,2750000.5,500000,500000,550,500 kb
scaffold_8,3000001,190,Chr8,22139275,3500000,3250000.5,500000,500000,380,500 kb
scaffold_8,3500001,144,Chr8,22139275,4000000,3750000.5,500000,500000,288,500 kb
scaffold_8,4000001,232,Chr8,22139275,4500000,4250000.5,500000,500000,464,500 kb
scaffold_8,4500001,318,Chr8,22139275,5000000,4750000.5,500000,500000,636,500 kb
scaffold_8,5000001,395,Chr8,22139275,5500000,5250000.5,500000,500000,790,500 kb
scaffold_8,5500001,255,Chr8,22139275,6000000,5750000.5,500000,500000,510,500 kb
scaffold_8,6000001,404,Chr8,22139275,6500000,6250000.5,500000,500000,808,500 kb
scaffold_8,6500001,320,Chr8,22139275,7000000,6750000.5,500000,500000,640,500 kb
scaffold_8,7000001,397,Chr8,22139275,7500000,7250000.5,500000,500000,794,500 kb
scaffold_8,7500001,364,Chr8,22139275,8000000,7750000.5,500000,500000,728,500 kb
scaffold_8,8000001,505,Chr8,22139275,8500000,8250000.5,500000,500000,1010,500 kb
scaffold_8,8500001,330,Chr8,22139275,9000000,8750000.5,500000,500000,660,500 kb
scaffold_8,9000001,298,Chr8,22139275,9500000,9250000.5,500000,500000,596,500 kb
scaffold_8,9500001,295,Chr8,22139275,10000000,9750000.5,500000,500000,590,500 kb
scaffold_8,10000001,322,Chr8,22139275,10500000,10250000.5,500000,500000,644,500 kb
scaffold_8,10500001,278,Chr8,22139275,11000000,10750000.5,500000,500000,556,500 kb
scaffold_8,11000001,317,Chr8,22139275,11500000,11250000.5,500000,500000,634,500 kb
scaffold_8,11500001,437,Chr8,22139275,12000000,11750000.5,500000,500000,874,500 kb
scaffold_8,12000001,340,Chr8,22139275,12500000,12250000.5,500000,500000,680,500 kb
scaffold_8,12500001,350,Chr8,22139275,13000000,12750000.5,500000,500000,700,500 kb
scaffold_8,13000001,424,Chr8,22139275,13500000,13250000.5,500000,500000,848,500 kb
scaffold_8,13500001,456,Chr8,22139275,14000000,13750000.5,500000,500000,912,500 kb
scaffold_8,14000001,419,Chr8,22139275,14500000,14250000.5,500000,500000,838,500 kb
scaffold_8,14500001,407,Chr8,22139275,15000000,14750000.5,500000,500000,814,500 kb
scaffold_8,15000001,380,Chr8,22139275,15500000,15250000.5,500000,500000,760,500 kb
scaffold_8,15500001,486,Chr8,22139275,16000000,15750000.5,500000,500000,972,500 kb
scaffold_8,16000001,415,Chr8,22139275,16500000,16250000.5,500000,500000,830,500 kb
scaffold_8,16500001,501,Chr8,22139275,17000000,16750000.5,500000,500000,1002,500 kb
scaffold_8,17000001,602,Chr8,22139275,17500000,17250000.5,500000,500000,1204,500 kb
scaffold_8,17500001,725,Chr8,22139275,18000000,17750000.5,500000,500000,1450,500 kb
scaffold_8,18000001,387,Chr8,22139275,18500000,18250000.5,500000,500000,774,500 kb
scaffold_8,18500001,585,Chr8,22139275,19000000,18750000.5,500000,500000,1170,500 kb
scaffold_8,19000001,550,Chr8,22139275,19500000,19250000.5,500000,500000,1100,500 kb
scaffold_8,19500001,591,Chr8,22139275,20000000,19750000.5,500000,500000,1182,500 kb
scaffold_8,20000001,444,Chr8,22139275,20500000,20250000.5,500000,500000,888,500 kb
scaffold_8,20500001,440,Chr8,22139275,21000000,20750000.5,500000,500000,880,500 kb
scaffold_8,21000001,490,Chr8,22139275,21500000,21250000.5,500000,500000,980,500 kb
scaffold_8,21500001,472,Chr8,22139275,22000000,21750000.5,500000,500000,944,500 kb
scaffold_8,22000001,88,Chr8,22139275,22139275,22069638,139275,500000,631.8434751391133,500 kb
scaffold_9,1,401,Chr9,21681353,500000,250000.5,500000,500000,802,500 kb
scaffold_9,500001,481,Chr9,21681353,1000000,750000.5,500000,500000,962,500 kb
scaffold_9,1000001,392,Chr9,21681353,1500000,1250000.5,500000,500000,784,500 kb
scaffold_9,1500001,371,Chr9,21681353,2000000,1750000.5,500000,500000,742,500 kb
scaffold_9,2000001,639,Chr9,21681353,2500000,2250000.5,500000,500000,1278,500 kb
scaffold_9,2500001,478,Chr9,21681353,3000000,2750000.5,500000,500000,956,500 kb
scaffold_9,3000001,542,Chr9,21681353,3500000,3250000.5,500000,500000,1084,500 kb
scaffold_9,3500001,463,Chr9,21681353,4000000,3750000.5,500000,500000,926,500 kb
scaffold_9,4000001,447,Chr9,21681353,4500000,4250000.5,500000,500000,894,500 kb
scaffold_9,4500001,219,Chr9,21681353,5000000,4750000.5,500000,500000,438,500 kb
scaffold_9,5000001,77,Chr9,21681353,5500000,5250000.5,500000,500000,154,500 kb
scaffold_9,5500001,168,Chr9,21681353,6000000,5750000.5,500000,500000,336,500 kb
scaffold_9,6000001,273,Chr9,21681353,6500000,6250000.5,500000,500000,546,500 kb
scaffold_9,6500001,396,Chr9,21681353,7000000,6750000.5,500000,500000,792,500 kb
scaffold_9,7000001,332,Chr9,21681353,7500000,7250000.5,500000,500000,664,500 kb
scaffold_9,7500001,290,Chr9,21681353,8000000,7750000.5,500000,500000,580,500 kb
scaffold_9,8000001,290,Chr9,21681353,8500000,8250000.5,500000,500000,580,500 kb
scaffold_9,8500001,401,Chr9,21681353,9000000,8750000.5,500000,500000,802,500 kb
scaffold_9,9000001,189,Chr9,21681353,9500000,9250000.5,500000,500000,378,500 kb
scaffold_9,9500001,243,Chr9,21681353,10000000,9750000.5,500000,500000,486,500 kb
scaffold_9,10000001,390,Chr9,21681353,10500000,10250000.5,500000,500000,780,500 kb
scaffold_9,10500001,253,Chr9,21681353,11000000,10750000.5,500000,500000,506,500 kb
scaffold_9,11000001,282,Chr9,21681353,11500000,11250000.5,500000,500000,564,500 kb
scaffold_9,11500001,213,Chr9,21681353,12000000,11750000.5,500000,500000,426,500 kb
scaffold_9,12000001,351,Chr9,21681353,12500000,12250000.5,500000,500000,702,500 kb
scaffold_9,12500001,235,Chr9,21681353,13000000,12750000.5,500000,500000,470,500 kb
scaffold_9,13000001,458,Chr9,21681353,13500000,13250000.5,500000,500000,916,500 kb
scaffold_9,13500001,342,Chr9,21681353,14000000,13750000.5,500000,500000,684,500 kb
scaffold_9,14000001,321,Chr9,21681353,14500000,14250000.5,500000,500000,642,500 kb
scaffold_9,14500001,180,Chr9,21681353,15000000,14750000.5,500000,500000,360,500 kb
scaffold_9,15000001,221,Chr9,21681353,15500000,15250000.5,500000,500000,442,500 kb
scaffold_9,15500001,381,Chr9,21681353,16000000,15750000.5,500000,500000,762,500 kb
scaffold_9,16000001,271,Chr9,21681353,16500000,16250000.5,500000,500000,542,500 kb
scaffold_9,16500001,611,Chr9,21681353,17000000,16750000.5,500000,500000,1222,500 kb
scaffold_9,17000001,416,Chr9,21681353,17500000,17250000.5,500000,500000,832,500 kb
scaffold_9,17500001,470,Chr9,21681353,18000000,17750000.5,500000,500000,940,500 kb
scaffold_9,18000001,454,Chr9,21681353,18500000,18250000.5,500000,500000,908,500 kb
scaffold_9,18500001,334,Chr9,21681353,19000000,18750000.5,500000,500000,668,500 kb
scaffold_9,19000001,291,Chr9,21681353,19500000,19250000.5,500000,500000,582,500 kb
scaffold_9,19500001,306,Chr9,21681353,20000000,19750000.5,500000,500000,612,500 kb
scaffold_9,20000001,353,Chr9,21681353,20500000,20250000.5,500000,500000,706,500 kb
scaffold_9,20500001,310,Chr9,21681353,21000000,20750000.5,500000,500000,620,500 kb
scaffold_9,21000001,367,Chr9,21681353,21500000,21250000.5,500000,500000,734,500 kb
scaffold_9,21500001,41,Chr9,21681353,21681353,21590677,181353,500000,226.0784216417705,500 kb
scaffold_10,1,213,Chr10,21286786,500000,250000.5,500000,500000,426,500 kb
scaffold_10,500001,323,Chr10,21286786,1000000,750000.5,500000,500000,646,500 kb
scaffold_10,1000001,269,Chr10,21286786,1500000,1250000.5,500000,500000,538,500 kb
scaffold_10,1500001,309,Chr10,21286786,2000000,1750000.5,500000,500000,618,500 kb
scaffold_10,2000001,331,Chr10,21286786,2500000,2250000.5,500000,500000,662,500 kb
scaffold_10,2500001,111,Chr10,21286786,3000000,2750000.5,500000,500000,222,500 kb
scaffold_10,3000001,221,Chr10,21286786,3500000,3250000.5,500000,500000,442,500 kb
scaffold_10,3500001,274,Chr10,21286786,4000000,3750000.5,500000,500000,548,500 kb
scaffold_10,4000001,269,Chr10,21286786,4500000,4250000.5,500000,500000,538,500 kb
scaffold_10,4500001,352,Chr10,21286786,5000000,4750000.5,500000,500000,704,500 kb
scaffold_10,5000001,439,Chr10,21286786,5500000,5250000.5,500000,500000,878,500 kb
scaffold_10,5500001,641,Chr10,21286786,6000000,5750000.5,500000,500000,1282,500 kb
scaffold_10,6000001,284,Chr10,21286786,6500000,6250000.5,500000,500000,568,500 kb
scaffold_10,6500001,391,Chr10,21286786,7000000,6750000.5,500000,500000,782,500 kb
scaffold_10,7000001,309,Chr10,21286786,7500000,7250000.5,500000,500000,618,500 kb
scaffold_10,7500001,325,Chr10,21286786,8000000,7750000.5,500000,500000,650,500 kb
scaffold_10,8000001,292,Chr10,21286786,8500000,8250000.5,500000,500000,584,500 kb
scaffold_10,8500001,388,Chr10,21286786,9000000,8750000.5,500000,500000,776,500 kb
scaffold_10,9000001,341,Chr10,21286786,9500000,9250000.5,500000,500000,682,500 kb
scaffold_10,9500001,312,Chr10,21286786,10000000,9750000.5,500000,500000,624,500 kb
scaffold_10,10000001,300,Chr10,21286786,10500000,10250000.5,500000,500000,600,500 kb
scaffold_10,10500001,221,Chr10,21286786,11000000,10750000.5,500000,500000,442,500 kb
scaffold_10,11000001,283,Chr10,21286786,11500000,11250000.5,500000,500000,566,500 kb
scaffold_10,11500001,349,Chr10,21286786,12000000,11750000.5,500000,500000,698,500 kb
scaffold_10,12000001,414,Chr10,21286786,12500000,12250000.5,500000,500000,828,500 kb
scaffold_10,12500001,476,Chr10,21286786,13000000,12750000.5,500000,500000,952,500 kb
scaffold_10,13000001,417,Chr10,21286786,13500000,13250000.5,500000,500000,834,500 kb
scaffold_10,13500001,447,Chr10,21286786,14000000,13750000.5,500000,500000,894,500 kb
scaffold_10,14000001,419,Chr10,21286786,14500000,14250000.5,500000,500000,838,500 kb
scaffold_10,14500001,589,Chr10,21286786,15000000,14750000.5,500000,500000,1178,500 kb
scaffold_10,15000001,494,Chr10,21286786,15500000,15250000.5,500000,500000,988,500 kb
scaffold_10,15500001,482,Chr10,21286786,16000000,15750000.5,500000,500000,964,500 kb
scaffold_10,16000001,406,Chr10,21286786,16500000,16250000.5,500000,500000,812,500 kb
scaffold_10,16500001,474,Chr10,21286786,17000000,16750000.5,500000,500000,948,500 kb
scaffold_10,17000001,590,Chr10,21286786,17500000,17250000.5,500000,500000,1180,500 kb
scaffold_10,17500001,484,Chr10,21286786,18000000,17750000.5,500000,500000,968,500 kb
scaffold_10,18000001,492,Chr10,21286786,18500000,18250000.5,500000,500000,984,500 kb
scaffold_10,18500001,501,Chr10,21286786,19000000,18750000.5,500000,500000,1002,500 kb
scaffold_10,19000001,437,Chr10,21286786,19500000,19250000.5,500000,500000,874,500 kb
scaffold_10,19500001,606,Chr10,21286786,20000000,19750000.5,500000,500000,1212,500 kb
scaffold_10,20000001,439,Chr10,21286786,20500000,20250000.5,500000,500000,878,500 kb
scaffold_10,20500001,424,Chr10,21286786,21000000,20750000.5,500000,500000,848,500 kb
scaffold_10,21000001,284,Chr10,21286786,21286786,21143393.5,286786,500000,990.2854393171215,500 kb
scaffold_11,1,63,Chr11,19266831,500000,250000.5,500000,500000,126,500 kb
scaffold_11,500001,103,Chr11,19266831,1000000,750000.5,500000,500000,206,500 kb
scaffold_11,1000001,180,Chr11,19266831,1500000,1250000.5,500000,500000,360,500 kb
scaffold_11,1500001,276,Chr11,19266831,2000000,1750000.5,500000,500000,552,500 kb
scaffold_11,2000001,376,Chr11,19266831,2500000,2250000.5,500000,500000,752,500 kb
scaffold_11,2500001,286,Chr11,19266831,3000000,2750000.5,500000,500000,572,500 kb
scaffold_11,3000001,294,Chr11,19266831,3500000,3250000.5,500000,500000,588,500 kb
scaffold_11,3500001,261,Chr11,19266831,4000000,3750000.5,500000,500000,522,500 kb
scaffold_11,4000001,246,Chr11,19266831,4500000,4250000.5,500000,500000,492,500 kb
scaffold_11,4500001,362,Chr11,19266831,5000000,4750000.5,500000,500000,724,500 kb
scaffold_11,5000001,351,Chr11,19266831,5500000,5250000.5,500000,500000,702,500 kb
scaffold_11,5500001,236,Chr11,19266831,6000000,5750000.5,500000,500000,472,500 kb
scaffold_11,6000001,355,Chr11,19266831,6500000,6250000.5,500000,500000,710,500 kb
scaffold_11,6500001,388,Chr11,19266831,7000000,6750000.5,500000,500000,776,500 kb
scaffold_11,7000001,326,Chr11,19266831,7500000,7250000.5,500000,500000,652,500 kb
scaffold_11,7500001,338,Chr11,19266831,8000000,7750000.5,500000,500000,676,500 kb
scaffold_11,8000001,243,Chr11,19266831,8500000,8250000.5,500000,500000,486,500 kb
scaffold_11,8500001,299,Chr11,19266831,9000000,8750000.5,500000,500000,598,500 kb
scaffold_11,9000001,218,Chr11,19266831,9500000,9250000.5,500000,500000,436,500 kb
